side,interval,ce,n_infected,index,20,25,30,35,40,45,50
5,15,10,182,42,0.0,0.04,0.1,0.0857,0.125,0.1556,0.2
5,15,10,161,43,0.05,0.04,0.0667,0.0571,0.125,0.1778,0.2
5,15,10,177,44,0.05,0.04,0.0333,0.0857,0.125,0.2444,0.26
5,15,10,184,45,0.0,0.0,0.0333,0.0286,0.075,0.1333,0.18
5,15,10,172,46,0.1,0.16,0.1667,0.1714,0.225,0.2667,0.3
5,15,10,172,47,0.05,0.04,0.1333,0.2,0.225,0.2667,0.3
5,15,10,152,48,0.0,0.08,0.1667,0.1429,0.15,0.1556,0.2
5,15,10,154,49,0.0,0.0,0.1,0.1714,0.25,0.2667,0.32
5,15,10,169,50,0.05,0.04,0.0667,0.0857,0.075,0.1111,0.12
5,15,10,169,51,0.0,0.0,0.0333,0.0286,0.125,0.1778,0.2
5,15,10,160,52,0.05,0.04,0.0667,0.1143,0.175,0.2444,0.26
5,15,10,160,53,0.05,0.16,0.1667,0.1429,0.175,0.1778,0.26
5,15,10,183,54,0.05,0.04,0.0667,0.0857,0.15,0.1333,0.16
5,15,10,163,55,0.0,0.04,0.0667,0.1429,0.175,0.1556,0.18
5,15,10,181,56,0.0,0.04,0.0667,0.1143,0.175,0.2222,0.26
5,15,10,163,57,0.1,0.12,0.1667,0.2286,0.275,0.3333,0.36
5,15,10,170,58,0.05,0.12,0.2,0.3143,0.325,0.3556,0.34
5,15,10,161,59,0.0,0.0,0.0,0.0286,0.025,0.0889,0.1
5,15,10,172,60,0.05,0.04,0.1,0.0857,0.125,0.1778,0.2
5,15,10,153,61,0.1,0.08,0.0667,0.1429,0.225,0.2444,0.22
5,15,10,158,62,0.1,0.08,0.1667,0.1429,0.175,0.1778,0.2
5,15,10,162,63,0.1,0.12,0.1333,0.1714,0.15,0.1778,0.18
5,15,10,153,64,0.05,0.04,0.0333,0.0571,0.075,0.0889,0.1
5,15,10,170,65,0.0,0.0,0.1,0.0857,0.1,0.1333,0.16
5,15,10,170,66,0.05,0.16,0.2333,0.2,0.225,0.2222,0.24
5,15,10,147,67,0.05,0.04,0.0333,0.1429,0.15,0.1556,0.16
5,15,10,180,68,0.1,0.08,0.1,0.1429,0.125,0.1556,0.16
5,15,10,162,69,0.05,0.04,0.0667,0.0857,0.125,0.1556,0.2
5,15,10,171,70,0.2,0.16,0.1333,0.1714,0.15,0.1778,0.18
5,15,10,154,71,0.15,0.12,0.1,0.1714,0.175,0.1778,0.22
5,15,10,179,72,0.1,0.08,0.1,0.1429,0.175,0.1556,0.2
5,15,10,172,73,0.15,0.2,0.2,0.1714,0.225,0.2,0.22
5,15,10,183,74,0.0,0.0,0.0,0.0286,0.025,0.1111,0.12
5,15,10,193,75,0.05,0.04,0.0667,0.1429,0.175,0.2222,0.24
5,15,10,164,76,0.0,0.0,0.0667,0.1143,0.15,0.1778,0.24
5,15,10,176,77,0.15,0.12,0.1333,0.1714,0.2,0.2222,0.24
5,15,10,156,78,0.05,0.04,0.0667,0.0571,0.1,0.0889,0.08
5,15,10,169,79,0.05,0.04,0.0667,0.2,0.2,0.2222,0.2
5,15,10,161,80,0.1,0.2,0.2333,0.2857,0.275,0.2889,0.3
5,15,10,165,81,0.15,0.24,0.2333,0.2286,0.2,0.2889,0.26
5,15,10,170,82,0.05,0.04,0.0333,0.1429,0.15,0.2667,0.3
5,15,10,178,83,0.05,0.08,0.0667,0.1143,0.125,0.2,0.2
5,15,10,153,84,0.05,0.04,0.0667,0.1429,0.15,0.1556,0.18
5,15,10,176,85,0.05,0.08,0.1,0.1714,0.175,0.2667,0.3
5,15,10,169,86,0.05,0.04,0.0333,0.1714,0.225,0.2222,0.22
5,15,10,187,87,0.0,0.0,0.0333,0.0571,0.075,0.1556,0.2
5,15,10,168,88,0.0,0.0,0.0,0.0,0.1,0.2,0.22
5,15,10,182,89,0.0,0.0,0.0,0.0286,0.075,0.1333,0.18
5,15,10,176,90,0.05,0.08,0.1667,0.1714,0.25,0.2889,0.28
5,15,10,187,91,0.1,0.08,0.0667,0.0857,0.075,0.1778,0.18
5,15,10,163,92,0.0,0.04,0.1,0.1429,0.125,0.1556,0.22
5,15,10,160,93,0.15,0.12,0.1333,0.1143,0.1,0.1111,0.18
5,15,10,170,94,0.1,0.08,0.1,0.1143,0.1,0.1111,0.1
5,15,10,176,95,0.0,0.0,0.1,0.1429,0.125,0.1556,0.2
5,15,10,166,96,0.1,0.08,0.1,0.0857,0.15,0.2,0.26
5,15,10,176,97,0.15,0.12,0.1333,0.1429,0.125,0.1333,0.14
5,15,10,164,98,0.1,0.16,0.1667,0.1429,0.15,0.2667,0.28
5,15,10,163,99,0.1,0.08,0.1333,0.1714,0.25,0.2667,0.36
5,30,10,198,0,1.0,0.88,0.8,0.7143,0.675,0.6667,0.68
5,30,10,219,1,0.0,0.0,0.0333,0.0571,0.1,0.1556,0.2
5,30,10,201,2,0.0,0.0,0.0333,0.1143,0.125,0.1333,0.18
5,30,10,212,3,0.0,0.0,0.0,0.0286,0.075,0.0667,0.12
5,30,10,193,4,0.0,0.04,0.1,0.1429,0.15,0.1556,0.16
5,30,10,195,5,0.05,0.08,0.2333,0.3429,0.375,0.3556,0.34
5,30,10,200,6,0.05,0.04,0.0333,0.1143,0.1,0.0889,0.1
5,30,10,206,7,0.05,0.04,0.0667,0.0857,0.175,0.2222,0.26
5,30,10,202,8,0.1,0.08,0.1,0.0857,0.1,0.2,0.2
5,30,10,217,9,0.0,0.16,0.1333,0.3143,0.325,0.3556,0.32
5,30,10,206,10,0.0,0.0,0.0,0.0286,0.125,0.1111,0.1
5,30,10,212,11,0.05,0.16,0.2333,0.2286,0.225,0.2889,0.3
5,30,10,200,12,0.1,0.12,0.1667,0.2286,0.2,0.2222,0.24
5,30,10,227,13,0.1,0.08,0.2,0.2857,0.35,0.3556,0.32
5,30,10,198,14,0.05,0.04,0.0333,0.1429,0.225,0.2889,0.3
5,30,10,225,15,0.0,0.04,0.1333,0.2,0.2,0.2,0.26
5,30,10,207,16,0.1,0.08,0.1333,0.2286,0.225,0.2667,0.3
5,30,10,205,17,0.0,0.0,0.0,0.0857,0.075,0.1111,0.12
5,30,10,222,18,0.05,0.04,0.1,0.2,0.225,0.2444,0.28
5,30,10,194,19,0.1,0.08,0.1,0.1714,0.175,0.2,0.24
5,30,10,222,20,0.1,0.08,0.0667,0.1429,0.225,0.2222,0.26
5,30,10,215,21,0.1,0.12,0.2333,0.2857,0.275,0.2889,0.3
5,30,10,208,22,0.05,0.04,0.0333,0.0571,0.175,0.2667,0.26
5,30,10,208,23,0.05,0.16,0.2667,0.2571,0.275,0.3333,0.34
5,30,10,195,24,0.05,0.04,0.2,0.2,0.225,0.3111,0.3
5,30,10,211,25,0.1,0.08,0.0667,0.1429,0.2,0.2,0.18
5,30,10,210,26,0.1,0.08,0.1,0.2,0.275,0.2444,0.28
5,30,10,223,27,0.05,0.12,0.1,0.1143,0.1,0.0889,0.1
5,30,10,214,28,0.1,0.08,0.1,0.2,0.225,0.2889,0.3
5,30,10,233,29,0.15,0.16,0.2,0.2857,0.275,0.3111,0.32
5,30,10,221,30,0.05,0.04,0.1,0.0857,0.125,0.2,0.22
5,30,10,198,31,0.0,0.04,0.1,0.1143,0.125,0.1778,0.2
5,30,10,186,32,0.1,0.08,0.1,0.1429,0.15,0.2,0.28
5,30,10,215,33,0.05,0.04,0.1667,0.2857,0.3,0.2667,0.26
5,30,10,212,34,0.05,0.12,0.1333,0.2286,0.25,0.2889,0.26
5,30,10,202,35,0.05,0.08,0.0667,0.0857,0.1,0.1333,0.12
5,30,10,187,36,0.0,0.0,0.0333,0.0571,0.05,0.1111,0.12
5,30,10,191,37,0.0,0.04,0.0667,0.0571,0.125,0.1333,0.18
5,30,10,198,38,0.0,0.0,0.0,0.0571,0.1,0.1778,0.2
5,30,10,205,39,0.05,0.08,0.0667,0.1429,0.175,0.2222,0.3
5,30,10,228,40,0.0,0.04,0.0667,0.0857,0.125,0.1556,0.18
5,30,10,192,41,0.05,0.04,0.0333,0.0857,0.125,0.1333,0.14
5,30,10,214,42,0.0,0.04,0.1,0.0857,0.1,0.1556,0.22
5,30,10,203,43,0.05,0.04,0.0667,0.0857,0.15,0.2,0.2
5,30,10,216,44,0.05,0.04,0.0667,0.0857,0.125,0.2222,0.26
5,30,10,212,45,0.0,0.0,0.0333,0.0286,0.1,0.1111,0.12
5,30,10,203,46,0.1,0.16,0.1667,0.2,0.225,0.2222,0.3
5,30,10,194,47,0.05,0.04,0.1333,0.1714,0.25,0.2889,0.3
5,30,10,191,48,0.0,0.04,0.1333,0.1429,0.125,0.1111,0.14
5,30,10,197,49,0.0,0.0,0.0667,0.1714,0.225,0.2889,0.34
5,30,10,205,50,0.05,0.04,0.0667,0.0857,0.125,0.2,0.18
5,30,10,218,51,0.0,0.0,0.0333,0.0571,0.15,0.1556,0.22
5,30,10,199,52,0.05,0.04,0.0667,0.1429,0.2,0.2,0.26
5,30,10,196,53,0.05,0.12,0.1667,0.2,0.25,0.2444,0.22
5,30,10,215,54,0.05,0.04,0.0667,0.0857,0.1,0.1333,0.16
5,30,10,195,55,0.0,0.04,0.0333,0.1143,0.125,0.1778,0.18
5,30,10,197,56,0.0,0.04,0.0667,0.1143,0.175,0.1778,0.24
5,30,10,186,57,0.1,0.12,0.1667,0.2571,0.275,0.3556,0.34
5,30,10,201,58,0.05,0.12,0.1667,0.3143,0.325,0.3556,0.36
5,30,10,208,59,0.0,0.0,0.0333,0.0571,0.05,0.1111,0.1
5,30,10,212,60,0.05,0.04,0.1,0.0857,0.125,0.1556,0.24
5,30,10,199,61,0.1,0.08,0.1,0.0857,0.175,0.2667,0.26
5,30,10,194,62,0.1,0.08,0.1333,0.1429,0.175,0.2,0.22
5,30,10,186,63,0.1,0.16,0.1333,0.1429,0.15,0.1778,0.2
5,30,10,197,64,0.05,0.04,0.0333,0.0571,0.05,0.0667,0.1
5,30,10,189,65,0.0,0.0,0.1,0.0857,0.1,0.2222,0.22
5,30,10,210,66,0.05,0.16,0.2333,0.2,0.275,0.2889,0.3
5,30,10,188,67,0.05,0.04,0.0667,0.1429,0.15,0.1556,0.2
5,30,10,210,68,0.1,0.08,0.1,0.1714,0.2,0.2222,0.2
5,30,10,191,69,0.05,0.04,0.0667,0.0857,0.1,0.1333,0.16
5,30,10,212,70,0.2,0.16,0.1333,0.1429,0.2,0.2,0.22
5,30,10,192,71,0.15,0.12,0.1,0.1143,0.1,0.2,0.22
5,30,10,197,72,0.1,0.08,0.1,0.1143,0.125,0.2,0.18
5,30,10,203,73,0.15,0.2,0.2333,0.2,0.225,0.2222,0.24
5,30,10,216,74,0.0,0.0,0.0,0.0571,0.075,0.1111,0.16
5,30,10,223,75,0.05,0.04,0.0667,0.1714,0.2,0.2,0.22
5,30,10,190,76,0.0,0.0,0.0,0.0857,0.175,0.1778,0.22
5,30,10,201,77,0.15,0.12,0.1667,0.2,0.2,0.2222,0.26
5,30,10,208,78,0.05,0.04,0.0667,0.0857,0.125,0.1556,0.14
5,30,10,188,79,0.05,0.04,0.0667,0.1714,0.2,0.2444,0.24
5,30,10,209,80,0.1,0.2,0.2333,0.2857,0.275,0.2667,0.24
5,30,10,199,81,0.15,0.24,0.2333,0.2286,0.25,0.2667,0.3
5,30,10,204,82,0.05,0.04,0.0667,0.1143,0.175,0.2,0.24
5,30,10,218,83,0.05,0.08,0.0667,0.1143,0.125,0.2222,0.24
5,30,10,192,84,0.05,0.04,0.0667,0.0857,0.1,0.1556,0.24
5,30,10,204,85,0.05,0.04,0.1,0.1714,0.225,0.2667,0.32
5,30,10,202,86,0.05,0.04,0.0333,0.1429,0.225,0.2,0.2
5,30,10,215,87,0.0,0.0,0.0333,0.0857,0.075,0.1111,0.14
5,30,10,201,88,0.0,0.0,0.0,0.0,0.1,0.2,0.22
5,30,10,207,89,0.0,0.0,0.0,0.0286,0.05,0.0889,0.14
5,30,10,205,90,0.05,0.08,0.1667,0.1714,0.225,0.2889,0.32
5,30,10,206,91,0.1,0.08,0.0667,0.0857,0.1,0.1778,0.22
5,30,10,191,92,0.0,0.04,0.1,0.1429,0.175,0.1778,0.2
5,30,10,188,93,0.15,0.12,0.1,0.0857,0.1,0.1333,0.18
5,30,10,201,94,0.1,0.08,0.0667,0.0857,0.075,0.0667,0.08
5,30,10,209,95,0.0,0.0,0.0667,0.1143,0.125,0.1778,0.26
5,30,10,197,96,0.1,0.08,0.1,0.1143,0.15,0.1778,0.24
5,30,10,219,97,0.15,0.12,0.1333,0.1714,0.15,0.2,0.2
5,30,10,190,98,0.1,0.16,0.1667,0.1714,0.175,0.2444,0.24
5,30,10,202,99,0.1,0.08,0.1,0.1714,0.2,0.1778,0.26
5,60,10,242,0,1.0,0.8,0.7667,0.7143,0.65,0.6667,0.68
5,60,10,263,1,0.0,0.0,0.0333,0.0286,0.075,0.1333,0.18
5,60,10,240,2,0.0,0.0,0.0,0.0857,0.125,0.1333,0.14
5,60,10,252,3,0.0,0.0,0.0,0.0,0.1,0.0889,0.14
5,60,10,240,4,0.0,0.04,0.0667,0.1143,0.125,0.1333,0.18
5,60,10,230,5,0.05,0.08,0.1333,0.2571,0.325,0.3333,0.38
5,60,10,240,6,0.05,0.04,0.0667,0.0571,0.15,0.1778,0.2
5,60,10,253,7,0.05,0.04,0.0667,0.1429,0.2,0.2444,0.26
5,60,10,247,8,0.1,0.12,0.1,0.0857,0.1,0.1333,0.16
5,60,10,242,9,0.0,0.12,0.1667,0.2286,0.275,0.2889,0.26
5,60,10,230,10,0.0,0.0,0.0,0.0,0.1,0.1111,0.14
5,60,10,240,11,0.05,0.16,0.1667,0.1714,0.2,0.2444,0.3
5,60,10,248,12,0.1,0.12,0.2333,0.2286,0.275,0.2444,0.22
5,60,10,250,13,0.1,0.08,0.2333,0.2857,0.325,0.3556,0.34
5,60,10,230,14,0.05,0.04,0.0667,0.2,0.25,0.2889,0.3
5,60,10,255,15,0.0,0.04,0.0667,0.1714,0.175,0.2,0.22
5,60,10,242,16,0.1,0.08,0.1,0.2,0.275,0.3333,0.34
5,60,10,241,17,0.0,0.0,0.0,0.0571,0.125,0.1556,0.14
5,60,10,251,18,0.05,0.04,0.1333,0.2,0.225,0.2889,0.3
5,60,10,221,19,0.1,0.08,0.1,0.2,0.2,0.2,0.24
5,60,10,269,20,0.1,0.08,0.0667,0.1429,0.2,0.2,0.24
5,60,10,249,21,0.1,0.12,0.1667,0.2,0.275,0.3333,0.32
5,60,10,259,22,0.05,0.04,0.0333,0.0571,0.15,0.2222,0.22
5,60,10,251,23,0.05,0.16,0.1667,0.2286,0.275,0.3556,0.38
5,60,10,245,24,0.05,0.08,0.1667,0.1714,0.25,0.3556,0.36
5,60,10,258,25,0.1,0.08,0.0667,0.1714,0.2,0.2222,0.2
5,60,10,252,26,0.1,0.08,0.0667,0.1714,0.225,0.2222,0.26
5,60,10,253,27,0.05,0.04,0.0333,0.0286,0.075,0.1111,0.16
5,60,10,251,28,0.1,0.08,0.0667,0.1429,0.2,0.3111,0.32
5,60,10,254,29,0.15,0.16,0.1333,0.2286,0.25,0.2889,0.32
5,60,10,249,30,0.05,0.08,0.1,0.1429,0.15,0.2,0.24
5,60,10,231,31,0.0,0.0,0.0667,0.0857,0.125,0.1333,0.18
5,60,10,249,32,0.1,0.08,0.1,0.2,0.225,0.2222,0.3
5,60,10,251,33,0.05,0.04,0.1333,0.2286,0.275,0.3111,0.32
5,60,10,249,34,0.05,0.12,0.1667,0.2286,0.275,0.3333,0.3
5,60,10,241,35,0.05,0.08,0.0667,0.0571,0.1,0.1333,0.16
5,60,10,227,36,0.0,0.0,0.0333,0.0286,0.025,0.0444,0.06
5,60,10,236,37,0.0,0.04,0.0333,0.0857,0.15,0.1333,0.16
5,60,10,247,38,0.0,0.0,0.0,0.0286,0.1,0.1111,0.18
5,60,10,234,39,0.05,0.08,0.0667,0.1714,0.2,0.2,0.24
5,60,10,254,40,0.0,0.0,0.0333,0.0571,0.175,0.2,0.22
5,60,10,246,41,0.05,0.04,0.0333,0.0571,0.125,0.1333,0.2
5,60,10,261,42,0.0,0.04,0.0333,0.0286,0.05,0.0444,0.1
5,60,10,240,43,0.05,0.04,0.0667,0.0857,0.125,0.1778,0.2
5,60,10,250,44,0.05,0.04,0.0333,0.0571,0.125,0.2444,0.26
5,60,10,255,45,0.0,0.0,0.0333,0.0286,0.075,0.1111,0.14
5,60,10,253,46,0.1,0.12,0.1667,0.2857,0.275,0.2667,0.26
5,60,10,233,47,0.05,0.04,0.1333,0.1429,0.175,0.2667,0.26
5,60,10,237,48,0.0,0.04,0.1,0.0857,0.075,0.0667,0.08
5,60,10,230,49,0.0,0.04,0.0667,0.1429,0.175,0.2889,0.34
5,60,10,252,50,0.05,0.04,0.0667,0.1143,0.125,0.1556,0.18
5,60,10,254,51,0.0,0.0,0.0,0.1143,0.15,0.2,0.26
5,60,10,226,52,0.05,0.04,0.0667,0.1429,0.225,0.2222,0.24
5,60,10,236,53,0.05,0.08,0.1,0.2,0.25,0.2444,0.24
5,60,10,238,54,0.05,0.04,0.0667,0.0857,0.125,0.1778,0.18
5,60,10,231,55,0.0,0.0,0.0333,0.0571,0.1,0.1333,0.14
5,60,10,247,56,0.0,0.04,0.1333,0.1143,0.15,0.1556,0.24
5,60,10,245,57,0.1,0.12,0.1667,0.2857,0.3,0.3778,0.4
5,60,10,241,58,0.05,0.16,0.1667,0.2571,0.275,0.3333,0.36
5,60,10,242,59,0.0,0.0,0.0,0.0286,0.1,0.1778,0.18
5,60,10,245,60,0.05,0.04,0.0667,0.1429,0.175,0.2222,0.26
5,60,10,243,61,0.1,0.08,0.1,0.2,0.225,0.2444,0.22
5,60,10,243,62,0.1,0.08,0.1333,0.1143,0.15,0.1778,0.22
5,60,10,218,63,0.1,0.16,0.1667,0.1429,0.125,0.1778,0.16
5,60,10,235,64,0.05,0.04,0.0667,0.0571,0.125,0.1556,0.18
5,60,10,234,65,0.0,0.0,0.0667,0.1143,0.15,0.2222,0.28
5,60,10,250,66,0.05,0.12,0.1667,0.2,0.25,0.3111,0.32
5,60,10,215,67,0.05,0.04,0.0333,0.1429,0.175,0.1778,0.2
5,60,10,255,68,0.1,0.08,0.1,0.1429,0.2,0.2667,0.26
5,60,10,235,69,0.05,0.04,0.1,0.1143,0.15,0.2,0.2
5,60,10,253,70,0.2,0.16,0.1333,0.2,0.2,0.2,0.24
5,60,10,240,71,0.15,0.12,0.1,0.1429,0.175,0.2667,0.3
5,60,10,245,72,0.1,0.08,0.1,0.1143,0.125,0.1778,0.18
5,60,10,255,73,0.15,0.16,0.2333,0.2286,0.275,0.2889,0.3
5,60,10,256,74,0.0,0.0,0.0,0.0,0.025,0.0889,0.12
5,60,10,261,75,0.05,0.04,0.0667,0.1714,0.225,0.2222,0.2
5,60,10,241,76,0.0,0.0,0.0333,0.1143,0.2,0.2222,0.28
5,60,10,241,77,0.15,0.12,0.1,0.1714,0.2,0.2889,0.28
5,60,10,243,78,0.05,0.04,0.0667,0.0857,0.15,0.2,0.2
5,60,10,242,79,0.05,0.04,0.0333,0.1429,0.2,0.2222,0.24
5,60,10,245,80,0.1,0.16,0.2,0.2857,0.325,0.3556,0.34
5,60,10,231,81,0.15,0.16,0.1667,0.1714,0.25,0.2444,0.24
5,60,10,240,82,0.05,0.04,0.0667,0.1714,0.175,0.2,0.2
5,60,10,260,83,0.05,0.08,0.0667,0.0857,0.1,0.2,0.24
5,60,10,231,84,0.05,0.08,0.0667,0.0857,0.1,0.1778,0.24
5,60,10,262,85,0.05,0.04,0.0333,0.1714,0.225,0.2667,0.28
5,60,10,244,86,0.05,0.04,0.0333,0.1143,0.2,0.2,0.24
5,60,10,237,87,0.0,0.0,0.0,0.1143,0.15,0.2,0.2
5,60,10,262,88,0.0,0.0,0.0,0.0,0.075,0.2,0.24
5,60,10,249,89,0.0,0.0,0.0,0.0286,0.075,0.1333,0.2
5,60,10,233,90,0.05,0.08,0.1,0.0857,0.175,0.2222,0.26
5,60,10,240,91,0.1,0.08,0.0667,0.0571,0.1,0.2,0.26
5,60,10,238,92,0.0,0.0,0.1,0.1714,0.225,0.2222,0.22
5,60,10,207,93,0.15,0.12,0.1,0.1143,0.1,0.1556,0.18
5,60,10,238,94,0.1,0.08,0.0667,0.0571,0.075,0.0667,0.06
5,60,10,244,95,0.0,0.0,0.0667,0.1429,0.15,0.1556,0.2
5,60,10,230,96,0.1,0.08,0.0667,0.1429,0.2,0.2222,0.24
5,60,10,248,97,0.15,0.12,0.1333,0.1143,0.125,0.1556,0.14
5,60,10,230,98,0.1,0.12,0.1667,0.1714,0.15,0.2667,0.28
5,60,10,249,99,0.1,0.08,0.1,0.1143,0.2,0.2,0.3
10,1,10,69,0,1.0,1.0,0.9667,0.9143,0.85,0.8,0.8
10,1,10,69,1,0.0,0.0,0.1,0.0857,0.1,0.1556,0.18
10,1,10,43,2,0.0,0.0,0.0333,0.0286,0.05,0.1111,0.14
10,1,10,68,3,0.0,0.0,0.0,0.0286,0.1,0.1778,0.18
10,1,10,46,4,0.0,0.08,0.1,0.0857,0.15,0.1556,0.2
10,1,10,68,5,0.05,0.16,0.2333,0.2857,0.35,0.3778,0.44
10,1,10,65,6,0.05,0.04,0.0667,0.0571,0.1,0.0889,0.14
10,1,10,77,7,0.05,0.04,0.0667,0.0857,0.25,0.2444,0.34
10,1,10,62,8,0.1,0.08,0.1,0.0857,0.125,0.1556,0.2
10,1,10,80,9,0.0,0.16,0.2333,0.3429,0.375,0.4,0.42
10,1,10,63,10,0.0,0.0,0.1,0.1143,0.125,0.2,0.26
10,1,10,68,11,0.05,0.16,0.2,0.2,0.225,0.2667,0.3
10,1,10,66,12,0.1,0.16,0.1667,0.2,0.2,0.2667,0.26
10,1,10,72,13,0.1,0.08,0.2,0.3143,0.375,0.3333,0.32
10,1,10,79,14,0.05,0.04,0.0333,0.1714,0.2,0.2444,0.26
10,1,10,80,15,0.0,0.12,0.1667,0.1714,0.2,0.2,0.22
10,1,10,68,16,0.1,0.08,0.1667,0.2571,0.25,0.2889,0.32
10,1,10,91,17,0.0,0.0,0.0,0.0286,0.05,0.0889,0.1
10,1,10,53,18,0.05,0.04,0.1333,0.2286,0.275,0.3111,0.32
10,1,10,63,19,0.1,0.08,0.0667,0.1714,0.2,0.2222,0.3
10,1,10,71,20,0.1,0.08,0.0667,0.1714,0.225,0.2222,0.32
10,1,10,54,21,0.1,0.2,0.2333,0.2,0.225,0.2,0.2
10,1,10,79,22,0.05,0.04,0.1333,0.1429,0.175,0.2222,0.22
10,1,10,66,23,0.05,0.16,0.2333,0.2571,0.3,0.3111,0.34
10,1,10,73,24,0.05,0.08,0.1667,0.2,0.225,0.2889,0.32
10,1,10,88,25,0.1,0.08,0.0667,0.1429,0.15,0.2,0.2
10,1,10,76,26,0.1,0.08,0.1,0.2286,0.25,0.2222,0.22
10,1,10,71,27,0.05,0.12,0.1,0.1429,0.15,0.1333,0.18
10,1,10,77,28,0.1,0.08,0.0667,0.2,0.2,0.2444,0.28
10,1,10,92,29,0.15,0.16,0.2,0.3143,0.325,0.3333,0.34
10,1,10,83,30,0.05,0.04,0.0667,0.1143,0.15,0.2,0.2
10,1,10,65,31,0.0,0.04,0.0667,0.1143,0.15,0.2,0.22
10,1,10,69,32,0.1,0.08,0.1,0.1143,0.15,0.2444,0.3
10,1,10,86,33,0.05,0.12,0.1333,0.2,0.275,0.2667,0.34
10,1,10,67,34,0.05,0.12,0.1333,0.1429,0.15,0.1778,0.26
10,1,10,62,35,0.05,0.12,0.1333,0.1143,0.1,0.1111,0.12
10,1,10,58,36,0.0,0.04,0.0667,0.0571,0.05,0.1556,0.18
10,1,10,57,37,0.0,0.04,0.0333,0.0571,0.175,0.2222,0.26
10,1,10,65,38,0.0,0.0,0.0,0.0286,0.1,0.1333,0.16
10,1,10,67,39,0.05,0.08,0.0667,0.1429,0.225,0.2444,0.3
10,1,10,84,40,0.0,0.0,0.0667,0.1143,0.175,0.2,0.24
10,1,10,57,41,0.05,0.04,0.0333,0.0571,0.125,0.1778,0.16
10,1,10,69,42,0.0,0.04,0.1,0.0857,0.1,0.2222,0.28
10,1,10,73,43,0.05,0.04,0.0333,0.0857,0.15,0.1556,0.24
10,1,10,43,44,0.05,0.04,0.0667,0.0571,0.125,0.1333,0.16
10,1,10,72,45,0.0,0.0,0.0333,0.0857,0.125,0.2,0.3
10,1,10,56,46,0.1,0.16,0.2,0.1714,0.275,0.3111,0.36
10,1,10,79,47,0.05,0.08,0.2,0.2,0.2,0.2444,0.28
10,1,10,61,48,0.0,0.08,0.1667,0.1429,0.225,0.2444,0.24
10,1,10,66,49,0.0,0.0,0.0667,0.0857,0.175,0.2667,0.34
10,1,10,81,50,0.05,0.08,0.1333,0.1429,0.175,0.2222,0.24
10,1,10,82,51,0.0,0.0,0.0,0.0,0.075,0.1111,0.14
10,1,10,80,52,0.05,0.04,0.0667,0.1143,0.15,0.2222,0.22
10,1,10,60,53,0.05,0.12,0.2,0.2,0.275,0.2889,0.36
10,1,10,79,54,0.05,0.04,0.0667,0.1143,0.125,0.1333,0.18
10,1,10,64,55,0.0,0.0,0.0667,0.1143,0.2,0.2,0.22
10,1,10,72,56,0.0,0.04,0.0667,0.1143,0.175,0.1778,0.26
10,1,10,69,57,0.1,0.12,0.1667,0.2857,0.325,0.3333,0.34
10,1,10,79,58,0.05,0.2,0.2,0.2857,0.3,0.3556,0.36
10,1,10,64,59,0.0,0.0,0.0333,0.0571,0.05,0.1111,0.16
10,1,10,70,60,0.05,0.04,0.0667,0.0857,0.125,0.1778,0.28
10,1,10,70,61,0.1,0.08,0.1667,0.2,0.225,0.2222,0.3
10,1,10,60,62,0.1,0.16,0.2333,0.2,0.25,0.2667,0.3
10,1,10,77,63,0.1,0.12,0.1333,0.1429,0.125,0.1556,0.2
10,1,10,54,64,0.05,0.04,0.0667,0.1143,0.1,0.1333,0.16
10,1,10,88,65,0.0,0.0,0.0667,0.0571,0.15,0.1778,0.18
10,1,10,62,66,0.05,0.16,0.2,0.2286,0.275,0.3333,0.36
10,1,10,70,67,0.05,0.04,0.0667,0.1714,0.2,0.2222,0.2
10,1,10,83,68,0.1,0.08,0.1667,0.2,0.2,0.2,0.24
10,1,10,76,69,0.05,0.04,0.1,0.0857,0.125,0.1778,0.24
10,1,10,82,70,0.2,0.16,0.2333,0.2571,0.275,0.2444,0.28
10,1,10,35,71,0.15,0.12,0.1333,0.1714,0.175,0.2,0.22
10,1,10,71,72,0.1,0.08,0.1,0.1143,0.1,0.1333,0.14
10,1,10,52,73,0.15,0.2,0.2,0.2,0.275,0.3333,0.34
10,1,10,69,74,0.0,0.0,0.0,0.0,0.075,0.1333,0.16
10,1,10,78,75,0.05,0.04,0.0667,0.1429,0.15,0.2222,0.24
10,1,10,63,76,0.0,0.0,0.0667,0.1429,0.125,0.1778,0.24
10,1,10,57,77,0.15,0.12,0.1667,0.1714,0.2,0.3333,0.36
10,1,10,61,78,0.05,0.04,0.1,0.0857,0.125,0.1556,0.18
10,1,10,61,79,0.05,0.04,0.0667,0.1714,0.2,0.2222,0.26
10,1,10,53,80,0.1,0.2,0.2333,0.2286,0.225,0.3111,0.32
10,1,10,69,81,0.15,0.24,0.2333,0.2571,0.25,0.2444,0.28
10,1,10,54,82,0.05,0.04,0.1,0.0857,0.1,0.0889,0.2
10,1,10,54,83,0.05,0.12,0.1333,0.2,0.275,0.3333,0.38
10,1,10,41,84,0.05,0.04,0.0667,0.0571,0.1,0.1111,0.18
10,1,10,74,85,0.05,0.12,0.1,0.1714,0.2,0.2667,0.34
10,1,10,58,86,0.05,0.04,0.1,0.2,0.25,0.2667,0.32
