side,interval,ce,n_infected,index,20,25,30,35,40,45,50
10,1,10,82,87,0.0,0.0,0.0333,0.0857,0.1,0.1111,0.14
10,1,10,85,88,0.0,0.0,0.0,0.0286,0.1,0.1778,0.18
10,1,10,72,89,0.0,0.0,0.0,0.0857,0.1,0.1333,0.18
10,1,10,56,90,0.05,0.12,0.1667,0.1429,0.25,0.3111,0.32
10,1,10,62,91,0.1,0.08,0.0667,0.1429,0.125,0.2444,0.3
10,1,10,43,92,0.0,0.04,0.0667,0.0571,0.1,0.1556,0.18
10,1,10,39,93,0.15,0.12,0.1,0.1143,0.1,0.1333,0.16
10,1,10,70,94,0.1,0.08,0.1,0.1429,0.125,0.1556,0.18
10,1,10,60,95,0.0,0.04,0.0667,0.0571,0.1,0.1111,0.24
10,1,10,77,96,0.1,0.08,0.1,0.0857,0.125,0.1333,0.16
10,1,10,74,97,0.15,0.12,0.1333,0.1714,0.175,0.1778,0.2
10,1,10,76,98,0.1,0.08,0.1333,0.1714,0.2,0.2222,0.24
10,1,10,79,99,0.1,0.08,0.1333,0.2,0.275,0.2889,0.3
10,5,10,115,0,1.0,0.88,0.8333,0.7714,0.7,0.7111,0.66
10,5,10,118,1,0.0,0.0,0.1,0.1143,0.15,0.2222,0.22
10,5,10,108,2,0.0,0.0,0.0667,0.0857,0.15,0.1778,0.22
10,5,10,120,3,0.0,0.0,0.0,0.0857,0.1,0.1556,0.26
10,5,10,104,4,0.0,0.04,0.1,0.1143,0.1,0.1556,0.14
10,5,10,125,5,0.05,0.16,0.2333,0.3143,0.325,0.3556,0.34
10,5,10,126,6,0.05,0.04,0.0333,0.0286,0.05,0.0444,0.08
10,5,10,116,7,0.05,0.04,0.0667,0.0857,0.15,0.2889,0.3
10,5,10,120,8,0.1,0.08,0.1,0.0857,0.125,0.2,0.18
10,5,10,139,9,0.0,0.12,0.2,0.2571,0.325,0.4,0.38
10,5,10,111,10,0.0,0.04,0.0667,0.0571,0.15,0.1556,0.2
10,5,10,111,11,0.05,0.16,0.2333,0.2286,0.25,0.2444,0.26
10,5,10,111,12,0.1,0.16,0.2,0.2286,0.25,0.2444,0.24
10,5,10,140,13,0.1,0.08,0.2,0.3143,0.325,0.3778,0.34
10,5,10,132,14,0.05,0.04,0.0333,0.1714,0.2,0.2222,0.24
10,5,10,123,15,0.0,0.04,0.1667,0.2,0.2,0.2222,0.24
10,5,10,126,16,0.1,0.12,0.1667,0.2286,0.275,0.2889,0.3
10,5,10,123,17,0.0,0.0,0.0,0.0286,0.025,0.1111,0.12
10,5,10,130,18,0.05,0.04,0.1333,0.2286,0.25,0.2889,0.34
10,5,10,124,19,0.1,0.08,0.0667,0.2,0.2,0.2222,0.24
10,5,10,121,20,0.1,0.08,0.0667,0.1429,0.225,0.2222,0.26
10,5,10,102,21,0.1,0.16,0.2,0.2,0.225,0.2667,0.28
10,5,10,124,22,0.05,0.04,0.0333,0.0571,0.1,0.2,0.2
10,5,10,126,23,0.05,0.16,0.2667,0.2571,0.275,0.3556,0.32
10,5,10,119,24,0.05,0.08,0.2,0.2,0.275,0.3111,0.34
10,5,10,152,25,0.1,0.08,0.0667,0.1429,0.175,0.2444,0.26
10,5,10,115,26,0.1,0.08,0.1,0.2286,0.3,0.2889,0.26
10,5,10,109,27,0.05,0.12,0.1,0.1143,0.15,0.1556,0.16
10,5,10,128,28,0.1,0.08,0.0667,0.1714,0.15,0.2222,0.22
10,5,10,136,29,0.15,0.16,0.1667,0.2571,0.275,0.3333,0.32
10,5,10,137,30,0.05,0.04,0.1,0.0857,0.125,0.1778,0.2
10,5,10,114,31,0.0,0.0,0.0667,0.0857,0.15,0.1778,0.22
10,5,10,120,32,0.1,0.08,0.1,0.1714,0.175,0.2222,0.28
10,5,10,116,33,0.05,0.08,0.1333,0.2286,0.275,0.2889,0.3
10,5,10,122,34,0.05,0.12,0.1333,0.2286,0.25,0.2889,0.3
10,5,10,124,35,0.05,0.12,0.1333,0.1143,0.1,0.1333,0.16
10,5,10,102,36,0.0,0.04,0.0667,0.0571,0.125,0.1111,0.16
10,5,10,111,37,0.0,0.04,0.0333,0.1429,0.175,0.2222,0.3
10,5,10,116,38,0.0,0.0,0.0,0.0286,0.125,0.1556,0.2
10,5,10,130,39,0.05,0.08,0.0667,0.1429,0.2,0.2222,0.28
10,5,10,138,40,0.0,0.04,0.0667,0.1429,0.15,0.1778,0.2
10,5,10,105,41,0.05,0.04,0.0667,0.0857,0.1,0.1111,0.12
10,5,10,129,42,0.0,0.04,0.1,0.0857,0.125,0.1778,0.2
10,5,10,125,43,0.05,0.04,0.0667,0.0571,0.125,0.1778,0.18
10,5,10,118,44,0.05,0.04,0.0333,0.0286,0.075,0.1111,0.14
10,5,10,132,45,0.0,0.0,0.0333,0.0286,0.125,0.2,0.26
10,5,10,120,46,0.1,0.16,0.1667,0.1714,0.2,0.2222,0.24
10,5,10,124,47,0.05,0.08,0.2,0.2,0.225,0.2444,0.26
10,5,10,88,48,0.0,0.08,0.1333,0.1143,0.15,0.1778,0.22
10,5,10,108,49,0.0,0.0,0.1,0.1143,0.225,0.3111,0.34
10,5,10,119,50,0.05,0.04,0.0667,0.1143,0.125,0.1556,0.16
10,5,10,142,51,0.0,0.0,0.0333,0.0286,0.075,0.1333,0.14
10,5,10,131,52,0.05,0.04,0.0667,0.1143,0.175,0.2222,0.24
10,5,10,107,53,0.05,0.12,0.2,0.2,0.2,0.2444,0.3
10,5,10,136,54,0.05,0.04,0.0667,0.0857,0.1,0.1111,0.14
10,5,10,120,55,0.0,0.04,0.0667,0.1143,0.2,0.2,0.2
10,5,10,115,56,0.0,0.08,0.1,0.1429,0.2,0.2222,0.24
10,5,10,117,57,0.1,0.12,0.1667,0.2857,0.3,0.3111,0.32
10,5,10,130,58,0.05,0.16,0.1667,0.2857,0.325,0.3556,0.38
10,5,10,106,59,0.0,0.0,0.0333,0.0571,0.1,0.1333,0.14
10,5,10,131,60,0.05,0.04,0.1,0.0857,0.125,0.1556,0.18
10,5,10,125,61,0.1,0.08,0.0667,0.1429,0.2,0.2222,0.22
10,5,10,104,62,0.1,0.08,0.2,0.2,0.2,0.2667,0.26
10,5,10,119,63,0.1,0.16,0.1667,0.1429,0.125,0.1778,0.2
10,5,10,104,64,0.05,0.04,0.0333,0.0571,0.1,0.0889,0.12
10,5,10,134,65,0.0,0.0,0.0667,0.0857,0.15,0.1778,0.2
10,5,10,115,66,0.05,0.12,0.2333,0.2286,0.25,0.2667,0.26
10,5,10,110,67,0.05,0.04,0.0333,0.1429,0.15,0.1778,0.18
10,5,10,121,68,0.1,0.08,0.1,0.1143,0.125,0.1778,0.16
10,5,10,107,69,0.05,0.04,0.0667,0.0857,0.125,0.2222,0.24
10,5,10,132,70,0.2,0.16,0.1333,0.1714,0.175,0.2222,0.2
10,5,10,85,71,0.15,0.12,0.1333,0.1429,0.15,0.2,0.22
10,5,10,109,72,0.1,0.08,0.1,0.1143,0.2,0.2,0.2
10,5,10,119,73,0.15,0.2,0.2,0.2571,0.275,0.3111,0.3
10,5,10,126,74,0.0,0.0,0.0,0.0,0.025,0.1111,0.12
10,5,10,128,75,0.05,0.04,0.0667,0.1429,0.2,0.2667,0.24
10,5,10,121,76,0.0,0.0,0.0333,0.1429,0.175,0.2,0.26
10,5,10,117,77,0.15,0.12,0.1,0.1429,0.15,0.1778,0.22
10,5,10,116,78,0.05,0.04,0.1,0.1429,0.15,0.1333,0.16
10,5,10,118,79,0.05,0.04,0.1,0.2,0.225,0.2222,0.22
10,5,10,105,80,0.1,0.2,0.2333,0.2857,0.325,0.3556,0.32
10,5,10,122,81,0.15,0.24,0.2333,0.2286,0.225,0.2667,0.26
10,5,10,115,82,0.05,0.04,0.1,0.0857,0.075,0.0889,0.12
10,5,10,136,83,0.05,0.08,0.1,0.0857,0.15,0.1778,0.18
10,5,10,96,84,0.05,0.04,0.0667,0.2,0.225,0.2222,0.26
10,5,10,130,85,0.05,0.08,0.1,0.2,0.2,0.2667,0.28
10,5,10,110,86,0.05,0.04,0.0667,0.2,0.225,0.2444,0.26
10,5,10,131,87,0.0,0.0,0.0333,0.0571,0.1,0.1333,0.14
10,5,10,129,88,0.0,0.0,0.0,0.0286,0.125,0.2222,0.24
10,5,10,126,89,0.0,0.0,0.0,0.0,0.1,0.1333,0.18
10,5,10,120,90,0.05,0.08,0.1667,0.1429,0.225,0.2444,0.28
10,5,10,110,91,0.1,0.08,0.1,0.1143,0.1,0.2,0.22
10,5,10,96,92,0.0,0.04,0.0667,0.1143,0.15,0.2222,0.24
10,5,10,87,93,0.15,0.12,0.1,0.1143,0.125,0.1111,0.1
10,5,10,108,94,0.1,0.08,0.1,0.1143,0.125,0.1333,0.18
10,5,10,117,95,0.0,0.0,0.0667,0.1714,0.175,0.1778,0.2
10,5,10,115,96,0.1,0.08,0.1,0.1143,0.15,0.1778,0.18
10,5,10,119,97,0.15,0.12,0.1667,0.1714,0.15,0.1556,0.18
10,5,10,114,98,0.1,0.12,0.1667,0.1429,0.225,0.2667,0.26
10,5,10,125,99,0.1,0.08,0.1333,0.1714,0.25,0.2667,0.34
10,10,10,162,0,1.0,0.88,0.8333,0.7714,0.7,0.7111,0.7
10,10,10,169,1,0.0,0.0,0.0667,0.1143,0.175,0.2222,0.26
10,10,10,150,2,0.0,0.0,0.0667,0.0857,0.175,0.2,0.18
10,10,10,165,3,0.0,0.0,0.0,0.0857,0.125,0.1556,0.2
10,10,10,142,4,0.0,0.04,0.0667,0.0857,0.1,0.1333,0.12
10,10,10,161,5,0.05,0.16,0.2333,0.3143,0.325,0.3333,0.36
10,10,10,151,6,0.05,0.04,0.0333,0.0571,0.1,0.0889,0.08
10,10,10,161,7,0.05,0.04,0.1,0.1143,0.2,0.2889,0.32
10,10,10,151,8,0.1,0.08,0.1,0.0857,0.1,0.1556,0.16
10,10,10,164,9,0.0,0.12,0.2,0.3143,0.325,0.3556,0.32
10,10,10,147,10,0.0,0.0,0.0,0.0571,0.1,0.1556,0.2
10,10,10,149,11,0.05,0.16,0.2333,0.2571,0.3,0.3111,0.34
10,10,10,150,12,0.1,0.12,0.1667,0.2571,0.275,0.3111,0.32
10,10,10,175,13,0.1,0.08,0.2,0.2857,0.325,0.3111,0.34
10,10,10,156,14,0.05,0.04,0.0333,0.2,0.2,0.2222,0.22
10,10,10,168,15,0.0,0.04,0.1333,0.1714,0.2,0.2,0.22
10,10,10,157,16,0.1,0.12,0.1667,0.2571,0.25,0.2889,0.3
10,10,10,165,17,0.0,0.0,0.0,0.0286,0.025,0.0667,0.12
10,10,10,176,18,0.05,0.04,0.1667,0.2286,0.275,0.3111,0.3
10,10,10,158,19,0.1,0.08,0.1,0.2,0.225,0.2444,0.26
10,10,10,172,20,0.1,0.08,0.0667,0.1429,0.2,0.2222,0.22
10,10,10,163,21,0.1,0.12,0.2,0.2571,0.225,0.2222,0.22
10,10,10,161,22,0.05,0.04,0.0333,0.0857,0.15,0.2222,0.24
10,10,10,165,23,0.05,0.2,0.2333,0.2286,0.3,0.3333,0.34
10,10,10,150,24,0.05,0.08,0.2,0.2286,0.25,0.2889,0.28
10,10,10,193,25,0.1,0.08,0.0667,0.1429,0.175,0.2,0.22
10,10,10,170,26,0.1,0.08,0.1,0.2,0.25,0.2667,0.26
10,10,10,156,27,0.05,0.12,0.1,0.0857,0.1,0.1111,0.14
10,10,10,173,28,0.1,0.08,0.0667,0.2,0.2,0.2444,0.22
10,10,10,179,29,0.15,0.16,0.1667,0.2571,0.3,0.3333,0.32
10,10,10,177,30,0.05,0.08,0.1,0.0857,0.125,0.1556,0.2
10,10,10,155,31,0.0,0.0,0.1,0.1429,0.175,0.2444,0.26
10,10,10,154,32,0.1,0.08,0.1,0.2,0.175,0.2,0.26
10,10,10,158,33,0.05,0.08,0.1333,0.2571,0.325,0.3111,0.32
10,10,10,181,34,0.05,0.12,0.1667,0.2286,0.275,0.3556,0.32
10,10,10,159,35,0.05,0.12,0.1,0.1429,0.125,0.1333,0.18
10,10,10,141,36,0.0,0.04,0.0667,0.1429,0.15,0.1778,0.2
10,10,10,157,37,0.0,0.04,0.0333,0.0571,0.2,0.2222,0.26
10,10,10,159,38,0.0,0.0,0.0,0.0571,0.125,0.1333,0.14
10,10,10,168,39,0.05,0.08,0.0667,0.1429,0.175,0.2222,0.26
10,10,10,169,40,0.0,0.04,0.0667,0.1429,0.175,0.2,0.24
10,10,10,149,41,0.05,0.04,0.0333,0.1429,0.175,0.2222,0.2
10,10,10,174,42,0.0,0.04,0.1,0.0857,0.15,0.2222,0.24
10,10,10,146,43,0.05,0.04,0.0667,0.0857,0.175,0.1778,0.2
10,10,10,167,44,0.05,0.04,0.0333,0.0857,0.1,0.1111,0.16
10,10,10,172,45,0.0,0.0,0.0333,0.0571,0.075,0.1556,0.24
10,10,10,160,46,0.1,0.16,0.2,0.1714,0.2,0.2444,0.24
10,10,10,163,47,0.05,0.04,0.2,0.2,0.225,0.2667,0.3
10,10,10,148,48,0.0,0.08,0.1333,0.1143,0.15,0.1778,0.18
10,10,10,155,49,0.0,0.0,0.1,0.1429,0.25,0.3111,0.36
10,10,10,165,50,0.05,0.04,0.0667,0.0857,0.1,0.1333,0.16
10,10,10,184,51,0.0,0.0,0.0333,0.0571,0.075,0.1111,0.12
10,10,10,159,52,0.05,0.04,0.0667,0.1143,0.15,0.2222,0.24
10,10,10,140,53,0.05,0.12,0.1667,0.2571,0.25,0.2667,0.34
10,10,10,165,54,0.05,0.04,0.0667,0.0857,0.1,0.1333,0.16
10,10,10,155,55,0.0,0.04,0.0667,0.1429,0.15,0.1778,0.26
10,10,10,143,56,0.0,0.04,0.0667,0.1143,0.2,0.2667,0.28
10,10,10,156,57,0.1,0.12,0.1667,0.2857,0.3,0.3111,0.3
10,10,10,152,58,0.05,0.12,0.1667,0.3143,0.325,0.3556,0.38
10,10,10,148,59,0.0,0.0,0.0333,0.0286,0.075,0.1333,0.12
10,10,10,162,60,0.05,0.04,0.1,0.0857,0.15,0.1778,0.2
10,10,10,164,61,0.1,0.08,0.1,0.1429,0.15,0.2222,0.3
10,10,10,162,62,0.1,0.08,0.1667,0.1429,0.15,0.1778,0.24
10,10,10,155,63,0.1,0.16,0.1333,0.1714,0.2,0.2444,0.24
10,10,10,141,64,0.05,0.04,0.0333,0.0571,0.075,0.0889,0.12
10,10,10,169,65,0.0,0.0,0.0667,0.0857,0.15,0.1556,0.18
10,10,10,152,66,0.05,0.12,0.2333,0.2571,0.25,0.2889,0.28
10,10,10,155,67,0.05,0.04,0.0667,0.1429,0.15,0.1556,0.18
10,10,10,166,68,0.1,0.08,0.1,0.1429,0.15,0.1778,0.16
10,10,10,146,69,0.05,0.04,0.0667,0.1143,0.175,0.2,0.24
10,10,10,168,70,0.2,0.16,0.1333,0.1714,0.2,0.2,0.22
10,10,10,115,71,0.15,0.12,0.1333,0.2,0.2,0.2222,0.24
10,10,10,145,72,0.1,0.08,0.1,0.1429,0.175,0.2,0.2
10,10,10,149,73,0.15,0.2,0.2,0.1714,0.2,0.2222,0.26
10,10,10,159,74,0.0,0.0,0.0,0.0286,0.025,0.1111,0.12
10,10,10,188,75,0.05,0.04,0.0667,0.1714,0.225,0.2667,0.24
10,10,10,156,76,0.0,0.0,0.0333,0.0571,0.075,0.1111,0.18
10,10,10,152,77,0.15,0.12,0.1667,0.1714,0.175,0.1556,0.2
10,10,10,141,78,0.05,0.08,0.1,0.0857,0.1,0.1778,0.2
10,10,10,161,79,0.05,0.04,0.1,0.1714,0.25,0.2222,0.2
10,10,10,135,80,0.1,0.2,0.2333,0.2857,0.3,0.3556,0.36
10,10,10,160,81,0.15,0.24,0.2333,0.2286,0.225,0.2444,0.26
10,10,10,153,82,0.05,0.04,0.0333,0.0571,0.05,0.1333,0.22
10,10,10,179,83,0.05,0.08,0.0667,0.1143,0.125,0.1556,0.16
10,10,10,134,84,0.05,0.04,0.0333,0.0857,0.125,0.1333,0.22
10,10,10,158,85,0.05,0.04,0.1,0.1714,0.175,0.2667,0.26
10,10,10,162,86,0.05,0.04,0.0333,0.1714,0.2,0.2,0.22
10,10,10,172,87,0.0,0.0,0.0667,0.1143,0.125,0.1333,0.18
10,10,10,162,88,0.0,0.0,0.0333,0.0571,0.1,0.2444,0.26
10,10,10,165,89,0.0,0.0,0.0,0.0,0.025,0.0667,0.16
10,10,10,150,90,0.05,0.08,0.1667,0.1714,0.3,0.2667,0.24
10,10,10,162,91,0.1,0.08,0.0667,0.0857,0.075,0.2,0.2
10,10,10,146,92,0.0,0.04,0.0667,0.1714,0.2,0.2222,0.22
10,10,10,141,93,0.15,0.12,0.1,0.1143,0.125,0.1556,0.16
10,10,10,143,94,0.1,0.08,0.0667,0.0857,0.075,0.1111,0.14
10,10,10,163,95,0.0,0.0,0.1,0.0857,0.125,0.2,0.28
10,10,10,159,96,0.1,0.08,0.0667,0.0857,0.125,0.1556,0.18
10,10,10,156,97,0.15,0.12,0.1333,0.1714,0.15,0.1556,0.14
10,10,10,149,98,0.1,0.12,0.1667,0.2,0.225,0.3111,0.32
10,10,10,154,99,0.1,0.08,0.1,0.1429,0.25,0.2667,0.32
10,15,10,193,0,1.0,0.88,0.8333,0.7714,0.7,0.6667,0.64
10,15,10,202,1,0.0,0.0,0.0333,0.0857,0.125,0.1778,0.24
10,15,10,177,2,0.0,0.0,0.0667,0.1143,0.15,0.1556,0.16
10,15,10,188,3,0.0,0.0,0.0,0.0286,0.125,0.1333,0.2
10,15,10,179,4,0.0,0.04,0.0667,0.1143,0.1,0.0889,0.12
10,15,10,192,5,0.05,0.12,0.2333,0.3143,0.35,0.3333,0.34
10,15,10,188,6,0.05,0.04,0.0333,0.0571,0.05,0.0667,0.08
10,15,10,202,7,0.05,0.04,0.1,0.1143,0.15,0.2,0.22
10,15,10,178,8,0.1,0.08,0.1,0.0857,0.1,0.1778,0.18
10,15,10,203,9,0.0,0.16,0.1667,0.3143,0.35,0.4,0.36
10,15,10,177,10,0.0,0.0,0.0333,0.0286,0.1,0.0889,0.12
10,15,10,176,11,0.05,0.16,0.2333,0.2286,0.2,0.2889,0.28
10,15,10,180,12,0.1,0.12,0.1667,0.2,0.25,0.2889,0.32
10,15,10,213,13,0.1,0.08,0.2,0.2857,0.3,0.2889,0.26
10,15,10,182,14,0.05,0.04,0.0333,0.1714,0.2,0.2444,0.26
10,15,10,209,15,0.0,0.04,0.1667,0.1714,0.25,0.2667,0.32
10,15,10,188,16,0.1,0.12,0.1667,0.2286,0.25,0.2889,0.3
10,15,10,198,17,0.0,0.0,0.0,0.0286,0.025,0.0889,0.1
10,15,10,211,18,0.05,0.04,0.1333,0.2,0.2,0.2444,0.3
10,15,10,184,19,0.1,0.08,0.1,0.1714,0.175,0.2,0.26
10,15,10,200,20,0.1,0.08,0.0667,0.1429,0.2,0.2,0.22
10,15,10,194,21,0.1,0.12,0.2,0.2286,0.25,0.2667,0.26
10,15,10,187,22,0.05,0.04,0.0333,0.0571,0.125,0.2,0.24
10,15,10,206,23,0.05,0.2,0.2333,0.2286,0.225,0.2889,0.28
10,15,10,177,24,0.05,0.12,0.2,0.2,0.225,0.2667,0.28
10,15,10,214,25,0.1,0.08,0.0667,0.1429,0.175,0.1778,0.22
10,15,10,211,26,0.1,0.08,0.1,0.2286,0.275,0.2667,0.28
10,15,10,199,27,0.05,0.12,0.1,0.0857,0.125,0.1333,0.14
10,15,10,206,28,0.1,0.08,0.1,0.2286,0.225,0.2667,0.24
10,15,10,214,29,0.15,0.16,0.2,0.2571,0.3,0.3111,0.3
10,15,10,208,30,0.05,0.08,0.1,0.0857,0.15,0.1556,0.2
10,15,10,170,31,0.0,0.0,0.0667,0.1143,0.125,0.2,0.28
10,15,10,190,32,0.1,0.08,0.1,0.2,0.25,0.2444,0.3
10,15,10,193,33,0.05,0.08,0.1333,0.2571,0.325,0.2889,0.32
10,15,10,205,34,0.05,0.12,0.1333,0.2286,0.25,0.3111,0.28
10,15,10,188,35,0.05,0.08,0.1,0.0857,0.075,0.1111,0.2
10,15,10,166,36,0.0,0.0,0.0667,0.0857,0.1,0.1556,0.2
10,15,10,184,37,0.0,0.04,0.0333,0.1429,0.175,0.2,0.26
10,15,10,181,38,0.0,0.0,0.0,0.1143,0.125,0.1333,0.16
10,15,10,199,39,0.05,0.08,0.0667,0.1429,0.175,0.1778,0.24
10,15,10,215,40,0.0,0.04,0.0667,0.0857,0.175,0.1778,0.22
10,15,10,175,41,0.05,0.04,0.0333,0.0286,0.075,0.0889,0.1
10,15,10,201,42,0.0,0.04,0.1,0.0857,0.1,0.1556,0.18
10,15,10,176,43,0.05,0.04,0.1,0.0857,0.125,0.2,0.2
10,15,10,197,44,0.05,0.04,0.0333,0.0857,0.1,0.2222,0.24
10,15,10,207,45,0.0,0.0,0.0667,0.0571,0.1,0.1333,0.18
10,15,10,199,46,0.1,0.16,0.2,0.2,0.225,0.2444,0.28
10,15,10,197,47,0.05,0.04,0.1667,0.2,0.2,0.2444,0.26
10,15,10,180,48,0.0,0.08,0.1333,0.1429,0.15,0.2222,0.26
10,15,10,187,49,0.0,0.0,0.0667,0.1143,0.225,0.2444,0.26
10,15,10,199,50,0.05,0.04,0.0667,0.0857,0.075,0.1111,0.16
10,15,10,219,51,0.0,0.0,0.0667,0.0571,0.15,0.1556,0.2
10,15,10,178,52,0.05,0.04,0.1,0.1143,0.175,0.2,0.28
10,15,10,187,53,0.05,0.16,0.2,0.1714,0.2,0.1778,0.2
10,15,10,196,54,0.05,0.04,0.0667,0.0857,0.1,0.1556,0.18
10,15,10,191,55,0.0,0.04,0.0333,0.1429,0.15,0.1556,0.22
10,15,10,184,56,0.0,0.04,0.0667,0.1143,0.225,0.2444,0.26
10,15,10,194,57,0.1,0.12,0.1667,0.2571,0.275,0.3556,0.36
10,15,10,198,58,0.05,0.12,0.1667,0.3143,0.325,0.3556,0.34
10,15,10,184,59,0.0,0.0,0.0,0.0,0.025,0.0889,0.08
10,15,10,188,60,0.05,0.04,0.1,0.1429,0.15,0.2,0.2
10,15,10,188,61,0.1,0.08,0.1,0.1429,0.175,0.2444,0.26
10,15,10,168,62,0.1,0.08,0.1333,0.1429,0.175,0.2,0.24
10,15,10,179,63,0.1,0.12,0.1333,0.1429,0.15,0.2,0.18
10,15,10,175,64,0.05,0.04,0.0333,0.0571,0.05,0.0444,0.12
10,15,10,208,65,0.0,0.0,0.0667,0.0857,0.15,0.1778,0.18
10,15,10,188,66,0.05,0.12,0.2333,0.2,0.225,0.2667,0.28
10,15,10,173,67,0.05,0.04,0.0333,0.1429,0.15,0.1556,0.14
10,15,10,195,68,0.1,0.08,0.1,0.1429,0.175,0.1778,0.16
10,15,10,176,69,0.05,0.04,0.0667,0.0857,0.1,0.1556,0.16
10,15,10,203,70,0.2,0.16,0.1333,0.1714,0.175,0.2,0.2
10,15,10,169,71,0.15,0.12,0.1,0.1714,0.175,0.2667,0.24
10,15,10,184,72,0.1,0.08,0.1,0.2,0.175,0.1556,0.18
10,15,10,200,73,0.15,0.2,0.2,0.2,0.225,0.2222,0.26
10,15,10,199,74,0.0,0.0,0.0,0.0286,0.025,0.1333,0.12
10,15,10,209,75,0.05,0.04,0.0667,0.1714,0.2,0.2444,0.22
10,15,10,194,76,0.0,0.0,0.0333,0.1429,0.15,0.2,0.26
10,15,10,184,77,0.15,0.12,0.1667,0.1714,0.175,0.2444,0.3
10,15,10,186,78,0.05,0.04,0.0667,0.0571,0.1,0.1778,0.18
10,15,10,185,79,0.05,0.04,0.0667,0.2,0.2,0.1778,0.2
10,15,10,183,80,0.1,0.2,0.2333,0.2857,0.275,0.3111,0.28
10,15,10,186,81,0.15,0.24,0.2333,0.2286,0.25,0.3111,0.3
10,15,10,188,82,0.05,0.04,0.0333,0.0571,0.075,0.1333,0.14
10,15,10,199,83,0.05,0.08,0.0667,0.1143,0.125,0.1778,0.18
10,15,10,181,84,0.05,0.04,0.0333,0.1714,0.225,0.2444,0.28
10,15,10,198,85,0.05,0.04,0.1,0.1714,0.2,0.2889,0.28
10,15,10,192,86,0.05,0.04,0.0333,0.1714,0.225,0.2222,0.24
10,15,10,195,87,0.0,0.0,0.0333,0.1143,0.1,0.1778,0.22
10,15,10,203,88,0.0,0.0,0.0,0.0286,0.075,0.1778,0.24
10,15,10,203,89,0.0,0.0,0.0,0.0571,0.1,0.1111,0.18
10,15,10,178,90,0.05,0.08,0.1667,0.2,0.275,0.3111,0.3
10,15,10,191,91,0.1,0.08,0.0667,0.0571,0.075,0.1556,0.14
10,15,10,180,92,0.0,0.04,0.1333,0.1714,0.175,0.1778,0.2
10,15,10,173,93,0.15,0.12,0.1333,0.1143,0.125,0.1556,0.2
10,15,10,171,94,0.1,0.08,0.0667,0.0571,0.05,0.0889,0.1
10,15,10,195,95,0.0,0.0,0.1,0.1429,0.2,0.2222,0.26
10,15,10,192,96,0.1,0.08,0.1,0.0857,0.15,0.2,0.26
10,15,10,202,97,0.15,0.12,0.1333,0.1429,0.15,0.1556,0.14
10,15,10,183,98,0.1,0.12,0.1667,0.2286,0.2,0.2667,0.26
10,15,10,192,99,0.1,0.08,0.1,0.1143,0.175,0.1556,0.26
10,30,10,237,0,1.0,0.8,0.8,0.6857,0.65,0.6444,0.66
10,30,10,243,1,0.0,0.0,0.0333,0.0286,0.075,0.1333,0.22
10,30,10,227,2,0.0,0.0,0.0333,0.0857,0.175,0.1556,0.22
10,30,10,237,3,0.0,0.0,0.0,0.0286,0.075,0.1111,0.16
10,30,10,223,4,0.0,0.04,0.0667,0.1143,0.15,0.1333,0.14
10,30,10,222,5,0.05,0.08,0.2,0.2857,0.35,0.3333,0.34
10,30,10,227,6,0.05,0.04,0.0333,0.0571,0.125,0.1333,0.18
10,30,10,227,7,0.05,0.04,0.0667,0.1143,0.15,0.1778,0.24
10,30,10,209,8,0.1,0.08,0.1,0.1143,0.125,0.1333,0.22
10,30,10,236,9,0.0,0.12,0.1667,0.2857,0.325,0.3556,0.34
10,30,10,223,10,0.0,0.0,0.0333,0.0571,0.125,0.2222,0.2
10,30,10,216,11,0.05,0.16,0.2333,0.2286,0.225,0.2667,0.36
10,30,10,229,12,0.1,0.12,0.1667,0.2286,0.25,0.2444,0.26
10,30,10,251,13,0.1,0.08,0.2333,0.2857,0.35,0.3333,0.3
10,30,10,224,14,0.05,0.04,0.0333,0.1429,0.2,0.2667,0.3
10,30,10,238,15,0.0,0.04,0.1333,0.1714,0.175,0.2222,0.28
10,30,10,227,16,0.1,0.08,0.1,0.2857,0.275,0.3111,0.34
10,30,10,233,17,0.0,0.0,0.0,0.1143,0.1,0.1556,0.14
10,30,10,243,18,0.05,0.04,0.1,0.2,0.2,0.2222,0.22
10,30,10,213,19,0.1,0.08,0.1,0.1714,0.2,0.2,0.2
10,30,10,241,20,0.1,0.08,0.0667,0.1429,0.175,0.2222,0.26
10,30,10,240,21,0.1,0.12,0.2,0.2286,0.275,0.3333,0.32
10,30,10,228,22,0.05,0.04,0.0333,0.0286,0.125,0.2222,0.24
10,30,10,245,23,0.05,0.2,0.2333,0.2286,0.225,0.3111,0.34
10,30,10,217,24,0.05,0.12,0.2,0.2,0.25,0.3111,0.32
10,30,10,238,25,0.1,0.08,0.0667,0.1429,0.2,0.2,0.18
10,30,10,243,26,0.1,0.08,0.1,0.2,0.25,0.2889,0.3
10,30,10,252,27,0.05,0.12,0.1,0.1143,0.1,0.1111,0.16
10,30,10,228,28,0.1,0.08,0.1,0.2,0.25,0.3111,0.32
10,30,10,245,29,0.15,0.16,0.2,0.2857,0.3,0.3111,0.34
10,30,10,240,30,0.05,0.04,0.1,0.0857,0.15,0.2222,0.24
10,30,10,241,31,0.0,0.04,0.1,0.1429,0.175,0.2222,0.28
